path,size,sha256,decision,reason
requirements-dev.txt,48,cd704ee23ea4171c534e5aa4fb6722d8ab4c78c1033cf4bf34a90b033627a6d7,versionar,"Código, configuración, documentación o recurso del producto"
requirements-prod.txt,43,efbce1c88f211166cd07c4c6db6140364185918d5fc33a24eae9bd06d8e5ba7e,versionar,"Código, configuración, documentación o recurso del producto"
requirements.txt,201,cdc7aaf74ca905a618166a764bbfd7bf34dfe618326d452dde583fd532100cfb,versionar,"Código, configuración, documentación o recurso del producto"
reset_demo.sh,1016,117bc27019a83e3e39a236dc137da3f9d5d39d3a2a46c66811c8a2e5fe8ba19f,versionar,"Código, configuración, documentación o recurso del producto"
restore_mac.sh,572,fb9ff3095b12599ba5367755b169d2c035afd46f88d6345cf9f8932392960925,mover_scripts_macos,Script macOS; reorganizar en scripts/macos preservando permisos
run.py,3734,4e76b8ee90bc29c20cd64bd2891b2f9c383518e300ea97f85592c5e97c49026d,versionar,"Código, configuración, documentación o recurso del producto"
run_automations_mac.sh,538,45f269ed71c4f833645395f1add60299f0bd7b28a20b8ba10da4ffce921a1a8a,mover_scripts_macos,Script macOS; reorganizar en scripts/macos preservando permisos
scripts/audit_codebase.py,1757,f7e3f93a57246a400b55dc9333f4f113d0a7eb8895e33c5a66808412849858d3,versionar,"Código, configuración, documentación o recurso del producto"
scripts/backup.py,780,fa017588410d6deae31c9896e26fa6217c178afabaecc10842d7ada5057f14a6,versionar,"Código, configuración, documentación o recurso del producto"
scripts/certify_release.py,2550,3af5cd44416d20c1726633aefe642c5e3d4cf24c6c3f72e808417b5b9257d890,versionar,"Código, configuración, documentación o recurso del producto"
scripts/check_ready.py,640,b998f88784bffea4d03865f9e78b74c7c63bb75905370f34d25e73634144cc22,versionar,"Código, configuración, documentación o recurso del producto"
scripts/copy_sqlite_database.py,1164,18882ccdd09be6059ab540b7c0e282b80f3a9ce57d3c018185440d318e02c2ea,versionar,"Código, configuración, documentación o recurso del producto"
scripts/easy_mac_common.sh,1696,8b51c749dd7b8b6aa511e65adbd2e1fd7c217ebecb8980aee507f56cd63a69ad,versionar,"Código, configuración, documentación o recurso del producto"
scripts/ensure_alembic_baseline.py,3143,c3a80cf20c814e5260a2736257cd41a9d6cefe86a4533e9ff2a81d46d6da340b,versionar,"Código, configuración, documentación o recurso del producto"
scripts/mac_lifecycle_common.sh,10065,04ce8bcc6969c55a8d1979837d3da9263408ef31eb3c016142f703f2be0ba121,versionar,"Código, configuración, documentación o recurso del producto"
scripts/migrate_sqlite_to_postgresql.py,2066,d6f5376bfb6eef8b21ddb6eae8142791c48c4f1c0cb6a8f5081dc2d8d9d2127b,versionar,"Código, configuración, documentación o recurso del producto"
scripts/prepare_demo_environment.py,1996,06b6cdb551fff5bd587c724238e6bdf9f45b2532221f0637bd04d820f1ad9f6d,versionar,"Código, configuración, documentación o recurso del producto"
scripts/python_selector.sh,1896,971e9882c0b92f46dab905b39aebdceeec321068a43c1fd18914cb467a859686,versionar,"Código, configuración, documentación o recurso del producto"
scripts/restore_sqlite.py,2052,304c6c607ee01dd75768d4637bc40eaeaec1b447b548ca143e40780dc330a387,versionar,"Código, configuración, documentación o recurso del producto"
scripts/run_automations.py,900,ab2cf6fbd100a4dcf6b8af8150d48a32e1871c9c460e1aeeb82ed781ed4a32e7,versionar,"Código, configuración, documentación o recurso del producto"
scripts/run_deployment_rehearsal.py,2339,1602abd9597d58b6a43fc28dad0915668f63ca3ca658287499bdc9bd676fb3fd,versionar,"Código, configuración, documentación o recurso del producto"
scripts/run_restore_drill.py,2472,13e0859c4f6f25385c5ab7f3fe71778ba9678154a9d82e10c32df39ce5d56d88,versionar,"Código, configuración, documentación o recurso del producto"
scripts/runtime_python.sh,945,ef1057f6492d12abe117041fa505c217f33adf3c89f504a37713a8d00d802d00,versionar,"Código, configuración, documentación o recurso del producto"
scripts/security_check.py,1266,612e49b1137f76749e4d4028677e829931fef392c3573b0f6a94d1695497d077,versionar,"Código, configuración, documentación o recurso del producto"
start_lan_mac.sh,453,d8fbe0105e366dbc41da341a75e749f3d6e8e988877a81c95c9c988ace0ba6c7,mover_scripts_macos,Script macOS; reorganizar en scripts/macos preservando permisos
start_mac.sh,758,bc6c616003e0f40e79f74e7ec5ae6eae1ef3a9caf15bcb96f5e22e59c2d6cd0f,mover_scripts_macos,Script macOS; reorganizar en scripts/macos preservando permisos
start_prod.sh,730,f458348c32cc3204bffa20c412e6d706a6099c8330f2e9ed2817133329b7a918,versionar,"Código, configuración, documentación o recurso del producto"
stop_mac.sh,117,58695e1072d3e33e527b1d0e5cc758feb783ae9a6755271042888b69262891c0,mover_scripts_macos,Script macOS; reorganizar en scripts/macos preservando permisos
tests/conftest.py,682,67f8a9fb82da463d775b78db4fb77dc8d802b2144d470f4328079115a0706c2b,versionar,"Código, configuración, documentación o recurso del producto"
tests/test_app.py,84733,60cf4d673619f4e74626f1319d7db1fda20cc615ee77adef600a9e943f33e3c6,versionar,"Código, configuración, documentación o recurso del producto"
tests/test_v021_consolidation.py,5993,4149247399f5e5de70b486a4d002b7117e5d545bd3d54989177165f3200f90da,versionar,"Código, configuración, documentación o recurso del producto"
tests/test_v022_methodology_core.py,7516,541e97ef0db7598e9b31d338aa484772f4ed30679f013fd51d2f0f09f819e929,versionar,"Código, configuración, documentación o recurso del producto"
tests/test_v023_sector_pilot.py,6131,3011017011a39d4dbe9b91ee5b8da5c467fba4d8af3956eb545611e747043199,versionar,"Código, configuración, documentación o recurso del producto"
tests/test_v024_security_hardening.py,4107,9c88bff3012bf522af3e79aedb49cf8d082f68e05e0463d8049d425aa8bc21f2,versionar,"Código, configuración, documentación o recurso del producto"
tests/test_v025_guided_pilot.py,6002,e39bda2370ad12c3598c6130f81f38f7587631173971e3aaf2ceeec7b25e620f,versionar,"Código, configuración, documentación o recurso del producto"
tests/test_v026_data_quality.py,6322,bde28add2e1f49546cf8386a85900a8263487f2bc4ca08865f68cbbcac3a20ab,versionar,"Código, configuración, documentación o recurso del producto"
tests/test_v027_period_close.py,6017,81013735c9a53b379f44da87399a8497bd254e63015ca9338470e8c9ac0969dc,versionar,"Código, configuración, documentación o recurso del producto"
tests/test_v028_colombia_library.py,4664,4a78a4a37c6b4965ae87c197e94ded964571adb25857082fc47b22945fe1ca2e,versionar,"Código, configuración, documentación o recurso del producto"
tests/test_v029_operational_imports.py,11660,d0eed95398f149f37c60186fc138688bb9b3d01480d52c9616ebcad4238e11b3,versionar,"Código, configuración, documentación o recurso del producto"
tests/test_v030_mac_lifecycle.py,3909,053d3e5c3a5b34994c43cfc9f3362f5219fcb2b4f2f88babf70328e85b0105d8,versionar,"Código, configuración, documentación o recurso del producto"
tests/test_v031_product_experience.py,4847,1062c1dbeff00922c7572299c2868770b5be146d2c1f20a8c84c2506600a3452,versionar,"Código, configuración, documentación o recurso del producto"
tests/test_v032_methodology_closure.py,8470,1475e5776c63ca23b35b64b8d5107c22b638bd0a31efbdc49e17c08ec9123460,versionar,"Código, configuración, documentación o recurso del producto"
tests/test_v033_greenatics_pilot_control.py,5701,4280802b9c00c8d7ce529d2e7a853f594fa7823179f0dc459a48c6cf9b66a2f4,versionar,"Código, configuración, documentación o recurso del producto"
tests/test_v034_operational_hardening.py,4487,b1dc6ffb73e3e7c258d203f1cad468c8a4ae4827c10c7a48168e08379ce37f51,versionar,"Código, configuración, documentación o recurso del producto"
tests/test_v035_domain_architecture.py,4734,1e15cb79f37affc160760f85c6a1dd69949ee2ea7beafdd04caa5c42cda1f014,versionar,"Código, configuración, documentación o recurso del producto"
tests/test_v036_domain_expansion.py,4601,92b11c5820834fda72eb115740f7bdade4d03ae9015fc453fa6abe635d324e07,versionar,"Código, configuración, documentación o recurso del producto"
tests/test_v037_persistence_architecture.py,5817,c84d93fa18d692b48c2d2a4a2b6ffa101eba5762ab770620097c67fde09e0a34,versionar,"Código, configuración, documentación o recurso del producto"
tests/test_v042_reconciled_operations.py,5062,745e2b2c9bcbc844e09ea581e3518b62294a68d4e039572eae8a7a78fbf8650f,versionar,"Código, configuración, documentación o recurso del producto"
tests/test_v043_release_certification.py,7983,5b8a2ef48cb19e4230c42381b5d7772674244c7f5a942dc044a8aa7df1818886,versionar,"Código, configuración, documentación o recurso del producto"
tests/test_v044_demo_environment.py,4667,12b815152c6abf5b958453ea3f856f0fbf03cddf98f1f210d88652fbba9a2c31,versionar,"Código, configuración, documentación o recurso del producto"
tests/test_v0451_user_experience.py,934,892bee2a763672221bb28e68f2d0360efb5c54bd5837c0c4cb65e755dd898fde,versionar,"Código, configuración, documentación o recurso del producto"
tests/test_v0452_brand_navigation.py,1220,109d98659e6b968fffc95b19e6026103da6dc2c12632f94c55f1192595850347,versionar,"Código, configuración, documentación o recurso del producto"
tests/test_v0453_guided_onboarding.py,2775,107b40ca7844d2156a6e524c20f166a637a855646419885967f50131a7180f08,versionar,"Código, configuración, documentación o recurso del producto"
tests/test_v0454_first_inventory.py,6363,b75b4e389c60bec4320c0980361895ee591ea674dc1888321b2081af687b62d1,versionar,"Código, configuración, documentación o recurso del producto"
tests/test_v0455_guided_imports.py,7214,6fc157dfb81f1965ea4bb010388e00631ace5580e12a760a11ac824367e99e4d,versionar,"Código, configuración, documentación o recurso del producto"
tests/test_v045_product_intelligence.py,12355,18df55701b8d4199a91b24776cd66b71adaaf9e300346b977727ce079fbfecf3,versionar,"Código, configuración, documentación o recurso del producto"
